BENC	FRAF	FRAM	FRAT	GABF	GABM	GABN	GERC	IRAA	ITAC	LEBE	MALB	MORC	MORT	NIGN	SEND	SENK	SENS	SPAC	TUNB	USAF	OUTGROUP
6,26	0,32	2,14	0,32	3,21	13,19	3,9	1,21	9,7	1,29	13,7	2,40	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	1,7	16,0
32,0	25,7	4,12	27,5	23,1	29,3	12,0	4,18	16,0	4,26	20,0	20,22	12,0	36,0	30,0	23,15	21,21	11,27	3,13	21,9	7,1	0,16
1,31	10,22	2,14	4,28	21,3	11,21	6,6	6,16	7,9	0,30	15,5	14,28	12,0	12,24	28,2	21,17	16,26	5,33	0,16	14,16	4,4	0,16
5,27	9,23	2,14	0,32	13,11	6,26	4,8	0,22	9,7	0,30	1,19	9,33	3,9	32,4	30,0	1,37	3,39	0,38	0,16	1,29	0,8	16,0
0,32	10,22	4,12	0,32	3,21	13,19	0,12	0,22	4,12	1,29	10,10	3,39	2,10	20,16	0,30	0,38	2,40	0,38	0,16	1,29	0,8	0,16
10,22	13,19	6,10	0,32	24,0	2,30	11,1	0,22	6,10	10,20	8,12	17,25	3,9	0,36	30,0	24,14	30,12	3,35	12,4	8,22	1,7	16,0
7,25	9,23	9,7	24,8	5,19	18,14	0,12	8,14	0,16	20,10	0,20	23,19	0,12	0,36	0,30	9,29	13,29	28,10	11,5	12,18	4,4	0,16
0,32	3,29	3,13	0,32	4,20	4,28	4,8	0,22	3,13	11,19	9,11	3,39	0,12	0,36	0,30	0,38	1,41	0,38	0,16	1,29	0,8	0,16
10,22	16,16	5,11	30,2	8,16	17,15	8,4	2,20	0,16	20,10	0,20	16,26	0,12	0,36	2,28	11,27	16,26	9,29	2,14	10,20	3,5	0,16
0,32	0,32	0,16	0,32	0,24	13,19	1,11	0,22	0,16	0,30	0,20	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
30,2	32,0	16,0	32,0	18,6	27,5	10,2	22,0	12,4	29,1	19,1	41,1	12,0	36,0	30,0	38,0	42,0	35,3	16,0	27,3	5,3	16,0
29,3	29,3	11,5	32,0	16,8	13,19	9,3	17,5	16,0	23,7	7,13	41,1	12,0	36,0	30,0	38,0	41,1	26,12	16,0	24,6	6,2	16,0
1,31	1,31	1,15	0,32	0,24	2,30	3,9	0,22	0,16	0,30	1,19	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	5,25	0,8	16,0
31,1	32,0	16,0	22,10	24,0	29,3	6,6	20,2	15,1	30,0	17,3	41,1	12,0	36,0	30,0	38,0	33,9	37,1	16,0	29,1	8,0	16,0
4,28	0,32	1,15	0,32	3,21	2,30	2,10	11,11	0,16	3,27	2,18	9,33	3,9	1,35	7,23	6,32	6,36	8,30	0,16	1,29	0,8	0,16
0,32	4,28	0,16	0,32	1,23	8,24	2,10	0,22	3,13	1,29	3,17	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
8,24	14,18	0,16	0,32	0,24	10,22	0,12	0,22	6,10	1,29	3,17	0,42	3,9	19,17	0,30	13,25	7,35	11,27	6,10	7,23	0,8	0,16
0,32	0,32	0,16	8,24	0,24	6,26	4,8	3,19	0,16	0,30	0,20	0,42	1,11	0,36	0,30	0,38	1,41	6,32	0,16	1,29	5,3	0,16
1,31	0,32	0,16	0,32	0,24	0,32	3,9	0,22	3,13	0,30	5,15	0,42	0,12	0,36	0,30	0,38	2,40	0,38	0,16	4,26	0,8	16,0
5,27	12,20	2,14	5,27	0,24	3,29	1,11	3,19	3,13	0,30	5,15	1,41	0,12	0,36	0,30	10,28	1,41	6,32	4,12	0,30	0,8	16,0
9,23	8,24	0,16	0,32	0,24	1,31	0,12	1,21	1,15	0,30	6,14	2,40	3,9	22,14	0,30	14,24	1,41	9,29	7,9	7,23	0,8	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	5,11	0,30	3,17	6,36	0,12	1,35	30,0	10,28	11,31	2,36	0,16	0,30	0,8	0,16
9,23	18,14	0,16	0,32	3,21	0,32	0,12	0,22	6,10	7,23	9,11	15,27	8,4	36,0	30,0	23,15	17,25	1,37	3,13	5,25	0,8	0,16
31,1	29,3	9,7	1,31	24,0	31,1	8,4	13,9	13,3	30,0	16,4	42,0	10,2	35,1	30,0	36,2	40,2	26,12	16,0	24,6	4,4	16,0
24,8	5,27	4,12	0,32	0,24	0,32	2,10	3,19	9,7	0,30	20,0	24,18	11,1	33,3	0,30	10,28	8,34	8,30	0,16	3,27	0,8	0,16
4,28	6,26	7,9	0,32	24,0	24,8	2,10	7,15	0,16	5,25	5,15	5,37	3,9	14,22	30,0	15,23	23,19	14,24	0,16	5,25	0,8	0,16
7,25	5,27	0,16	0,32	0,24	10,22	1,11	0,22	0,16	0,30	7,13	3,39	2,10	14,22	30,0	9,29	6,36	0,38	0,16	18,12	0,8	0,16
20,12	0,32	4,12	0,32	3,21	0,32	0,12	0,22	0,16	7,23	1,19	0,42	0,12	17,19	0,30	19,19	0,42	4,34	0,16	1,29	0,8	0,16
6,26	12,20	10,6	16,16	21,3	2,30	0,12	13,9	0,16	21,9	0,20	20,22	2,10	0,36	0,30	4,34	14,28	10,28	0,16	9,21	3,5	0,16
5,27	8,24	3,13	0,32	4,20	0,32	0,12	1,21	15,1	0,30	10,10	3,39	3,9	21,15	0,30	1,37	0,42	1,37	0,16	2,28	1,7	16,0
32,0	15,17	1,15	7,25	4,20	28,4	11,1	5,17	16,0	6,24	19,1	30,12	11,1	36,0	0,30	12,26	31,11	13,25	2,14	22,8	3,5	16,0
6,26	12,20	1,15	0,32	0,24	7,25	4,8	0,22	10,6	2,28	10,10	1,41	0,12	0,36	0,30	1,37	0,42	0,38	0,16	4,26	0,8	16,0
20,12	27,5	11,5	31,1	5,19	32,0	12,0	21,1	10,6	21,9	7,13	17,25	1,11	0,36	0,30	22,16	15,27	28,10	16,0	12,18	5,3	16,0
4,28	6,26	5,11	1,31	3,21	0,32	0,12	2,20	0,16	1,29	8,12	5,37	11,1	36,0	0,30	15,23	17,25	10,28	0,16	15,15	2,6	16,0
6,26	6,26	0,16	0,32	21,3	0,32	0,12	1,21	5,11	5,25	17,3	8,34	9,3	17,19	0,30	17,21	15,27	9,29	0,16	4,26	0,8	16,0
1,31	3,29	1,15	2,30	20,4	0,32	0,12	1,21	0,16	0,30	0,20	5,37	0,12	0,36	0,30	1,37	1,41	4,34	1,15	1,29	2,6	0,16
0,32	0,32	0,16	0,32	7,17	19,13	3,9	0,22	0,16	0,30	0,20	1,41	0,12	0,36	0,30	15,23	0,42	12,26	0,16	6,24	0,8	0,16
6,26	7,25	1,15	10,22	3,21	19,13	2,10	4,18	1,15	3,27	0,20	2,40	2,10	10,26	0,30	12,26	13,29	4,34	0,16	13,17	3,5	0,16
3,29	1,31	0,16	3,29	3,21	27,5	8,4	0,22	2,14	4,26	5,15	3,39	0,12	0,36	0,30	5,33	0,42	5,33	0,16	3,27	0,8	16,0
7,25	0,32	1,15	0,32	0,24	0,32	0,12	15,7	11,5	1,29	15,5	14,28	2,10	14,22	0,30	4,34	11,31	5,33	1,15	17,13	3,5	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	12,10	11,5	9,21	9,11	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	5,25	0,8	0,16
1,31	0,32	1,15	0,32	1,23	8,24	8,4	8,14	0,16	18,12	4,16	8,34	0,12	0,36	0,30	0,38	1,41	3,35	4,12	6,24	0,8	0,16
24,8	32,0	16,0	32,0	7,17	32,0	12,0	22,0	15,1	30,0	18,2	41,1	12,0	36,0	0,30	38,0	42,0	37,1	16,0	25,5	6,2	16,0
6,26	3,29	0,16	0,32	0,24	12,20	1,11	1,21	5,11	1,29	8,12	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	5,25	0,8	16,0
13,19	22,10	8,8	0,32	2,22	1,31	1,11	13,9	1,15	20,10	11,9	22,20	10,2	36,0	0,30	10,28	5,37	12,26	16,0	15,15	4,4	16,0
14,18	21,11	10,6	0,32	3,21	0,32	0,12	6,16	14,2	21,9	19,1	9,33	1,11	5,31	30,0	28,10	9,33	2,36	11,5	18,12	3,5	0,16
1,31	9,23	5,11	0,32	0,24	0,32	0,12	0,22	4,12	0,30	6,14	0,42	0,12	0,36	0,30	0,38	1,41	1,37	0,16	7,23	0,8	0,16
20,12	23,9	14,2	9,23	19,5	3,29	1,11	21,1	10,6	22,8	12,8	17,25	11,1	24,12	30,0	31,7	15,27	10,28	5,11	23,7	4,4	16,0
1,31	23,9	3,13	11,21	4,20	17,15	4,8	10,12	16,0	1,29	10,10	8,34	8,4	23,13	0,30	16,22	11,31	2,36	0,16	13,17	0,8	16,0
9,23	0,32	3,13	2,30	1,23	11,21	2,10	3,19	0,16	1,29	2,18	12,30	6,6	3,33	0,30	1,37	0,42	0,38	2,14	0,30	0,8	0,16
27,5	11,21	1,15	0,32	23,1	31,1	9,3	12,10	4,12	5,25	15,5	23,19	9,3	23,13	30,0	3,35	16,26	2,36	4,12	0,30	1,7	0,16
25,7	22,10	1,15	0,32	1,23	11,21	1,11	0,22	10,6	2,28	20,0	13,29	10,2	8,28	0,30	2,36	5,37	1,37	1,15	3,27	0,8	9,7
13,19	21,11	3,13	5,27	15,9	7,25	1,11	4,18	10,6	0,30	15,5	28,14	12,0	36,0	0,30	29,9	15,27	4,34	8,8	22,8	3,5	16,0
1,31	0,32	0,16	0,32	0,24	0,32	0,12	0,22	4,12	5,25	0,20	0,42	2,10	0,36	0,30	19,19	4,38	2,36	1,15	0,30	0,8	16,0
24,8	19,13	11,5	20,12	3,21	2,30	6,6	7,15	11,5	30,0	15,5	14,28	10,2	36,0	0,30	38,0	26,16	37,1	16,0	17,13	5,3	12,4
29,3	30,2	16,0	25,7	21,3	32,0	9,3	14,8	16,0	30,0	20,0	42,0	12,0	36,0	10,20	38,0	42,0	38,0	16,0	30,0	8,0	16,0
11,21	3,29	9,7	2,30	18,6	0,32	4,8	6,16	1,15	22,8	0,20	9,33	0,12	0,36	9,21	11,27	11,31	1,37	1,15	12,18	4,4	1,15
15,17	11,21	0,16	0,32	0,24	1,31	0,12	0,22	1,15	0,30	1,19	6,36	12,0	17,19	0,30	3,35	9,33	5,33	0,16	1,29	2,6	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	3,17	1,41	7,5	18,18	8,22	0,38	0,42	0,38	0,16	2,28	0,8	0,16
12,20	23,9	10,6	26,6	20,4	14,18	2,10	16,6	3,13	29,1	7,13	8,34	4,8	12,24	30,0	31,7	30,12	24,14	15,1	18,12	1,7	0,16
20,12	27,5	9,7	16,16	0,24	10,22	0,12	6,16	7,9	29,1	17,3	3,39	1,11	12,24	30,0	13,25	20,22	18,20	14,2	11,19	4,4	0,16
11,21	12,20	4,12	16,16	14,10	24,8	2,10	9,13	2,14	3,27	9,11	13,29	5,7	0,36	0,30	8,30	1,41	11,27	0,16	17,13	0,8	16,0
1,31	2,30	0,16	0,32	0,24	0,32	0,12	0,22	3,13	3,27	6,14	0,42	0,12	0,36	3,27	0,38	2,40	3,35	0,16	1,29	2,6	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	15,27	1,11	3,33	0,30	0,38	0,42	2,36	6,10	0,30	0,8	15,1
25,7	21,11	6,10	3,29	8,16	22,10	12,0	9,13	16,0	7,23	19,1	19,23	7,5	36,0	8,22	4,34	19,23	11,27	8,8	24,6	5,3	16,0
0,32	0,32	0,16	11,21	12,12	0,32	1,11	7,15	1,15	0,30	3,17	1,41	0,12	0,36	20,10	0,38	0,42	0,38	0,16	9,21	0,8	0,16
10,22	9,23	0,16	2,30	1,23	19,13	2,10	2,20	14,2	7,23	5,15	3,39	6,6	0,36	2,28	17,21	0,42	21,17	0,16	8,22	7,1	0,16
1,31	13,19	16,0	21,11	2,22	0,32	0,12	6,16	9,7	13,17	8,12	0,42	9,3	7,29	4,26	4,34	4,38	2,36	3,13	23,7	5,3	16,0
15,17	18,14	16,0	25,7	2,22	12,20	0,12	13,9	1,15	21,9	3,17	11,31	4,8	5,31	30,0	7,31	19,23	18,20	0,16	25,5	0,8	16,0
20,12	28,4	15,1	15,17	3,21	32,0	3,9	7,15	15,1	27,3	10,10	28,14	2,10	0,36	8,22	31,7	29,13	33,5	14,2	25,5	7,1	16,0
31,1	15,17	10,6	27,5	3,21	11,21	7,5	6,16	9,7	28,2	8,12	20,22	1,11	0,36	0,30	34,4	17,25	34,4	14,2	21,9	7,1	0,16
0,32	2,30	0,16	4,28	4,20	25,7	2,10	9,13	2,14	0,30	9,11	8,34	0,12	3,33	0,30	7,31	10,32	0,38	0,16	4,26	0,8	0,16
4,28	12,20	6,10	0,32	4,20	21,11	2,10	0,22	5,11	8,22	12,8	1,41	4,8	12,24	0,30	0,38	1,41	11,27	0,16	2,28	0,8	16,0
8,24	0,32	0,16	0,32	0,24	8,24	0,12	0,22	0,16	0,30	0,20	2,40	2,10	21,15	0,30	0,38	0,42	1,37	3,13	0,30	0,8	0,16
3,29	0,32	0,16	16,16	1,23	9,23	0,12	0,22	0,16	2,28	0,20	2,40	4,8	13,23	0,30	1,37	4,38	6,32	12,4	4,26	0,8	0,16
3,29	4,28	7,9	0,32	11,13	0,32	0,12	16,6	15,1	5,25	16,4	9,33	1,11	0,36	24,6	4,34	3,39	6,32	11,5	12,18	4,4	16,0
9,23	31,1	7,9	17,15	0,24	15,17	5,7	0,22	10,6	28,2	9,11	5,37	0,12	14,22	3,27	6,32	9,33	11,27	16,0	25,5	5,3	0,16
2,30	6,26	0,16	0,32	0,24	1,31	0,12	0,22	8,8	1,29	0,20	2,40	4,8	25,11	0,30	0,38	1,41	3,35	0,16	0,30	0,8	16,0
0,32	14,18	10,6	3,29	13,11	7,25	6,6	19,3	3,13	2,28	1,19	22,20	1,11	0,36	2,28	25,13	15,27	22,16	0,16	8,22	3,5	0,16
26,6	17,15	9,7	5,27	24,0	32,0	12,0	21,1	16,0	0,30	20,0	12,30	11,1	6,30	30,0	11,27	13,29	13,25	0,16	12,18	2,6	16,0
28,4	10,22	10,6	9,23	24,0	31,1	12,0	20,2	10,6	0,30	12,8	33,9	10,2	36,0	0,30	14,24	28,14	13,25	14,2	14,16	4,4	0,16
2,30	10,22	0,16	0,32	0,24	0,32	0,12	0,22	1,15	0,30	3,17	1,41	0,12	0,36	0,30	0,38	0,42	1,37	0,16	0,30	0,8	16,0
12,20	20,12	15,1	16,16	11,13	13,19	0,12	4,18	9,7	10,20	5,15	9,33	6,6	24,12	0,30	18,20	2,40	13,25	11,5	1,29	5,3	0,16
6,26	15,17	2,14	27,5	8,16	11,21	9,3	3,19	2,14	25,5	1,19	14,28	1,11	26,10	0,30	17,21	13,29	14,24	4,12	19,11	3,5	16,0
6,26	6,26	15,1	30,2	0,24	0,32	4,8	1,21	0,16	29,1	2,18	0,42	0,12	0,36	0,30	1,37	6,36	9,29	0,16	1,29	2,6	0,16
5,27	28,4	10,6	21,11	1,23	19,13	5,7	2,20	8,8	30,0	1,19	9,33	7,5	28,8	30,0	0,38	2,40	5,33	12,4	14,16	2,6	0,16
5,27	12,20	1,15	12,20	22,2	5,27	5,7	13,9	4,12	0,30	1,19	32,10	7,5	17,19	0,30	28,10	33,9	26,12	10,6	6,24	2,6	16,0
18,14	8,24	2,14	7,25	4,20	4,28	3,9	15,7	7,9	3,27	1,19	33,9	2,10	4,32	0,30	30,8	27,15	25,13	14,2	11,19	2,6	0,16
12,20	15,17	8,8	16,16	0,24	0,32	2,10	13,9	4,12	18,12	3,17	0,42	0,12	0,36	0,30	2,36	5,37	2,36	0,16	5,25	5,3	16,0
10,22	11,21	6,10	1,31	16,8	6,26	2,10	5,17	2,14	0,30	0,20	9,33	0,12	0,36	0,30	12,26	13,29	15,23	2,14	10,20	2,6	0,16
7,25	9,23	6,10	4,28	4,20	10,22	2,10	4,18	6,10	2,28	12,8	5,37	2,10	8,28	0,30	8,30	1,41	9,29	0,16	1,29	1,7	16,0
0,32	2,30	0,16	0,32	0,24	1,31	3,9	0,22	0,16	5,25	0,20	1,41	0,12	6,30	0,30	0,38	3,39	4,34	0,16	1,29	0,8	7,9
20,12	14,18	1,15	5,27	0,24	10,22	1,11	3,19	13,3	1,29	1,19	8,34	9,3	8,28	0,30	22,16	4,38	8,30	8,8	3,27	5,3	16,0
1,31	5,27	6,10	1,31	14,10	14,18	12,0	6,16	7,9	22,8	13,7	15,27	1,11	0,36	30,0	32,6	14,28	11,27	11,5	6,24	6,2	0,16
16,16	2,30	2,14	0,32	0,24	1,31	0,12	0,22	5,11	0,30	0,20	2,40	8,4	17,19	0,30	0,38	0,42	0,38	0,16	5,25	0,8	16,0
0,32	3,29	0,16	1,31	0,24	0,32	0,12	2,20	4,12	2,28	8,12	0,42	7,5	21,15	16,14	11,27	0,42	0,38	0,16	9,21	0,8	0,16
0,32	0,32	0,16	9,23	0,24	0,32	0,12	0,22	0,16	0,30	0,20	19,23	1,11	0,36	0,30	7,31	15,27	11,27	0,16	3,27	0,8	0,16
12,20	6,26	0,16	13,19	7,17	10,22	10,2	10,12	5,11	0,30	10,10	8,34	5,7	11,25	0,30	20,18	5,37	19,19	1,15	0,30	2,6	16,0
13,19	8,24	0,16	10,22	10,14	20,12	12,0	6,16	9,7	1,29	9,11	12,30	0,12	0,36	30,0	2,36	3,39	4,34	0,16	11,19	5,3	16,0
0,32	0,32	0,16	0,32	0,24	21,11	5,7	0,22	1,15	0,30	3,17	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	0,16
8,24	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	0,30	0,20	6,36	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
12,20	1,31	0,16	7,25	0,24	8,24	3,9	1,21	4,12	1,29	0,20	16,26	3,9	11,25	11,19	33,5	16,26	25,13	0,16	20,10	7,1	0,16
22,10	16,16	10,6	6,26	8,16	3,29	5,7	5,17	6,10	28,2	10,10	21,21	0,12	0,36	0,30	33,5	26,16	3,35	16,0	7,23	1,7	16,0
10,22	5,27	0,16	0,32	0,24	19,13	4,8	0,22	3,13	1,29	0,20	4,38	2,10	1,35	30,0	9,29	2,40	5,33	1,15	0,30	1,7	0,16
6,26	0,32	0,16	0,32	0,24	0,32	0,12	0,22	5,11	0,30	6,14	3,39	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
0,32	17,15	2,14	0,32	16,8	2,30	1,11	0,22	9,7	1,29	17,3	10,32	0,12	6,30	0,30	3,35	8,34	6,32	0,16	10,20	1,7	0,16
1,31	0,32	4,12	6,26	3,21	3,29	2,10	1,21	0,16	7,23	0,20	10,32	0,12	5,31	5,25	6,32	6,36	10,28	4,12	6,24	0,8	0,16
19,13	32,0	16,0	32,0	24,0	24,8	10,2	22,0	4,12	29,1	5,15	41,1	0,12	12,24	0,30	37,1	32,10	34,4	16,0	19,11	4,4	0,16
22,10	0,32	0,16	3,29	0,24	1,31	1,11	1,21	1,15	3,27	6,14	13,29	1,11	8,28	30,0	20,18	3,39	3,35	4,12	24,6	1,7	16,0
1,31	5,27	2,14	6,26	5,19	6,26	1,11	5,17	3,13	5,25	6,14	7,35	1,11	15,21	0,30	0,38	0,42	4,34	12,4	6,24	4,4	0,16
5,27	0,32	0,16	9,23	2,22	1,31	0,12	0,22	1,15	0,30	4,16	5,37	0,12	0,36	30,0	0,38	3,39	21,17	0,16	0,30	0,8	16,0
6,26	3,29	6,10	5,27	3,21	3,29	0,12	2,20	0,16	0,30	4,16	6,36	4,8	0,36	0,30	1,37	6,36	17,21	0,16	0,30	1,7	0,16
30,2	29,3	9,7	5,27	15,9	18,14	8,4	17,5	16,0	24,6	20,0	22,20	7,5	36,0	12,18	37,1	16,26	36,2	1,15	30,0	4,4	16,0
19,13	1,31	4,12	15,17	21,3	12,20	4,8	1,21	1,15	29,1	5,15	21,21	4,8	36,0	22,8	27,11	23,19	35,3	15,1	18,12	6,2	0,16
1,31	4,28	0,16	0,32	4,20	20,12	6,6	2,20	0,16	0,30	1,19	0,42	3,9	0,36	0,30	0,38	1,41	1,37	0,16	2,28	0,8	16,0
16,16	18,14	15,1	18,14	21,3	3,29	2,10	1,21	3,13	22,8	8,12	24,18	1,11	7,29	4,26	38,0	41,1	28,10	16,0	19,11	5,3	0,16
1,31	0,32	2,14	0,32	13,11	0,32	0,12	8,14	6,10	0,30	2,18	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	16,14	1,7	0,16
5,27	0,32	1,15	0,32	0,24	0,32	0,12	0,22	0,16	0,30	1,19	4,38	0,12	0,36	15,15	0,38	0,42	0,38	0,16	0,30	0,8	16,0
7,25	4,28	2,14	0,32	0,24	13,19	8,4	0,22	0,16	17,13	0,20	0,42	0,12	10,26	0,30	2,36	5,37	12,26	0,16	3,27	5,3	16,0
0,32	0,32	0,16	0,32	0,24	17,15	7,5	0,22	1,15	4,26	2,18	6,36	0,12	0,36	0,30	0,38	6,36	1,37	0,16	0,30	0,8	0,16
11,21	0,32	0,16	0,32	0,24	0,32	0,12	0,22	0,16	7,23	0,20	2,40	2,10	6,30	6,24	18,20	3,39	6,32	0,16	13,17	2,6	16,0
10,22	1,31	0,16	0,32	0,24	3,29	0,12	1,21	14,2	3,27	3,17	0,42	1,11	6,30	0,30	0,38	0,42	0,38	0,16	20,10	0,8	16,0
20,12	24,8	13,3	28,4	12,12	3,29	6,6	5,17	0,16	17,13	1,19	29,13	0,12	0,36	14,16	14,24	33,9	20,18	0,16	1,29	3,5	0,16
10,22	15,17	1,15	0,32	11,13	15,17	7,5	1,21	0,16	1,29	0,20	21,21	7,5	9,27	13,17	12,26	20,22	14,24	16,0	7,23	1,7	0,16
3,29	3,29	0,16	0,32	4,20	19,13	5,7	1,21	9,7	0,30	12,8	11,31	12,0	13,23	12,18	0,38	11,31	16,22	0,16	19,11	1,7	15,1
9,23	12,20	0,16	18,14	8,16	8,24	3,9	7,15	6,10	10,20	12,8	17,25	10,2	10,26	7,23	0,38	17,25	16,22	2,14	16,14	1,7	0,16
13,19	9,23	2,14	1,31	0,24	1,31	0,12	9,13	7,9	11,19	11,9	5,37	0,12	1,35	0,30	10,28	16,26	0,38	0,16	14,16	1,7	0,16
14,18	31,1	11,5	16,16	3,21	22,10	11,1	15,7	8,8	11,19	13,7	19,23	3,9	36,0	9,21	26,12	12,30	21,17	15,1	18,12	2,6	1,15
9,23	2,30	9,7	1,31	0,24	2,30	6,6	5,17	0,16	0,30	1,19	18,24	1,11	17,19	0,30	16,22	30,12	0,38	0,16	4,26	3,5	0,16
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	3,13	8,22	0,20	1,41	0,12	29,7	0,30	0,38	0,42	0,38	0,16	1,29	0,8	0,16
8,24	14,18	7,9	14,18	14,10	14,18	6,6	9,13	3,13	1,29	11,9	18,24	2,10	27,9	0,30	16,22	15,27	1,37	16,0	9,21	0,8	1,15
29,3	31,1	16,0	31,1	15,9	16,16	9,3	22,0	16,0	24,6	20,0	29,13	6,6	12,24	10,20	29,9	40,2	36,2	15,1	24,6	7,1	15,1
1,31	26,6	11,5	1,31	0,24	14,18	1,11	0,22	10,6	11,19	19,1	8,34	4,8	16,20	19,11	0,38	1,41	15,23	9,7	6,24	6,2	0,16
6,26	12,20	11,5	8,24	22,2	23,9	10,2	7,15	5,11	0,30	11,9	20,22	11,1	36,0	0,30	9,29	9,33	12,26	1,15	23,7	8,0	0,16
0,32	0,32	2,14	0,32	0,24	0,32	3,9	0,22	3,13	3,27	4,16	29,13	4,8	6,30	0,30	16,22	13,29	13,25	0,16	9,21	5,3	0,16
13,19	10,22	2,14	0,32	8,16	24,8	7,5	2,20	8,8	0,30	7,13	5,37	2,10	3,33	12,18	0,38	21,21	5,33	6,10	16,14	3,5	0,16
14,18	13,19	13,3	28,4	6,18	17,15	11,1	6,16	12,4	29,1	7,13	24,18	6,6	27,9	14,16	25,13	21,21	22,16	10,6	4,26	2,6	16,0
0,32	0,32	0,16	0,32	0,24	0,32	0,12	0,22	2,14	0,30	0,20	1,41	0,12	0,36	0,30	1,37	0,42	11,27	0,16	2,28	0,8	16,0
0,32	4,28	0,16	0,32	0,24	1,31	3,9	5,17	0,16	0,30	0,20	4,38	1,11	4,32	0,30	19,19	3,39	9,29	0,16	1,29	1,7	0,16
7,25	12,20	6,10	0,32	14,10	6,26	9,3	0,22	2,14	1,29	4,16	10,32	0,12	0,36	20,10	1,37	1,41	7,31	16,0	18,12	0,8	16,0
0,32	6,26	0,16	0,32	0,24	0,32	0,12	0,22	0,16	3,27	2,18	0,42	0,12	0,36	0,30	13,25	6,36	5,33	0,16	0,30	0,8	0,16
21,11	28,4	12,4	24,8	21,3	19,13	9,3	22,0	2,14	18,12	8,12	7,35	10,2	24,12	30,0	11,27	13,29	22,16	9,7	17,13	3,5	16,0
2,30	7,25	3,13	0,32	7,17	0,32	2,10	0,22	1,15	0,30	0,20	0,42	1,11	3,33	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
17,15	8,24	8,8	31,1	12,12	0,32	2,10	14,8	2,14	30,0	1,19	28,14	5,7	25,11	0,30	25,13	23,19	12,26	15,1	8,22	2,6	0,16
3,29	3,29	2,14	8,24	4,20	1,31	0,12	4,18	0,16	10,20	1,19	9,33	1,11	0,36	4,26	3,35	4,38	3,35	3,13	1,29	1,7	0,16
25,7	14,18	0,16	11,21	5,19	6,26	10,2	3,19	15,1	1,29	8,12	14,28	0,12	0,36	30,0	10,28	8,34	24,14	0,16	17,13	1,7	16,0
2,30	3,29	1,15	3,29	0,24	1,31	1,11	3,19	0,16	1,29	0,20	4,38	0,12	0,36	0,30	1,37	1,41	0,38	0,16	0,30	0,8	16,0
0,32	7,25	2,14	5,27	0,24	0,32	0,12	0,22	3,13	8,22	5,15	0,42	0,12	0,36	0,30	0,38	1,41	0,38	1,15	10,20	0,8	16,0
2,30	0,32	1,15	0,32	0,24	0,32	2,10	0,22	5,11	0,30	13,7	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	1,29	0,8	16,0
0,32	0,32	0,16	0,32	0,24	0,32	1,11	0,22	13,3	0,30	5,15	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
0,32	0,32	0,16	14,18	1,23	0,32	1,11	1,21	0,16	1,29	5,15	1,41	0,12	0,36	0,30	0,38	0,42	0,38	0,16	0,30	0,8	16,0
0,32	19,13	4,12	0,32	0,24	0,32	0,12	3,19	7,9	0,30	16,4	1,41	4,8	0,36	0,30	6,32	1,41	7,31	0,16	1,29	2,6	13,3
17,15	9,23	7,9	0,32	2,22	12,20	0,12	6,16	12,4	1,29	15,5	7,35	9,3	30,6	0,30	0,38	0,42	4,34	6,10	9,21	3,5	0,16
0,32	4,28	1,15	0,32	0,24	0,32	0,12	0,22	5,11	3,27	0,20	0,42	0,12	0,36	0,30	0,38	0,42	0,38	0,16	11,19	0,8	16,0
0,32	1,31	9,7	17,15	2,22	2,30	2,10	0,22	5,11	16,14	5,15	27,15	0,12	0,36	0,30	21,17	25,17	23,15	0,16	16,14	1,7	0,16
0,32	7,25	4,12	16,16	3,21	0,32	0,12	0,22	1,15	0,30	0,20	2,40	0,12	4,32	0,30	7,31	10,32	4,34	0,16	0,30	0,8	0,16
29,3	5,27	0,16	8,24	6,18	14,18	11,1	3,19	14,2	10,20	15,5	22,20	11,1	15,21	30,0	27,11	19,23	15,23	16,0	19,11	3,5	0,16
